PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-4 -3 -2 -1 1 2 3 4 21
  6.3578291E-08  1.6055226E+00  1.6080412E+00  1.6080348E+00  1.6082914E+00  1.6082847E+00  1.6055781E+00 -6.3578291E-08 -1.4547815E+01
 -1.5896513E-08  1.5258161E+00  1.5283699E+00  1.5283636E+00  1.5286255E+00  1.5286186E+00  1.5258718E+00 -1.5892631E-08 -1.5135180E+01
  9.7012773E-13  1.4767975E+00  1.4793864E+00  1.4793798E+00  1.4796470E+00  1.4796399E+00  1.4768535E+00 -9.7012773E-13 -1.5541113E+01
 -1.5891661E-08  1.4701200E+00  1.4727439E+00  1.4727372E+00  1.4730096E+00  1.4730026E+00  1.4701760E+00 -1.5897482E-08 -1.5631355E+01
 -6.3578291E-08  1.5221406E+00  1.5249232E+00  1.5249158E+00  1.5252068E+00  1.5251988E+00  1.5221995E+00 -6.3578291E-08 -1.3396698E+01
  1.5895543E-08  1.4531860E+00  1.4560013E+00  1.4559939E+00  1.4562892E+00  1.4562813E+00  1.4532453E+00  1.5893601E-08 -1.3868836E+01
 -1.5897482E-08  1.4140871E+00  1.4169408E+00  1.4169334E+00  1.4172350E+00  1.4172267E+00  1.4141465E+00 -1.5891661E-08 -1.4133221E+01
 -1.5892631E-08  1.4161061E+00  1.4189985E+00  1.4189910E+00  1.4192986E+00  1.4192904E+00  1.4161659E+00 -1.5896513E-08 -1.4069040E+01
 -6.3578291E-08  1.4430681E+00  1.4461422E+00  1.4461339E+00  1.4464635E+00  1.4464544E+00  1.4431304E+00 -6.3578291E-08 -1.2336664E+01
 -1.5896513E-08  1.3831804E+00  1.3862970E+00  1.3862885E+00  1.3866251E+00  1.3866156E+00  1.3832427E+00 -1.5892631E-08 -1.2687242E+01
  1.5892631E-08  1.3530376E+00  1.3561968E+00  1.3561881E+00  1.3565314E+00  1.3565217E+00  1.3531002E+00  1.5896513E-08 -1.2830118E+01
  1.5891661E-08  1.3627297E+00  1.3659309E+00  1.3659221E+00  1.3662724E+00  1.3662626E+00  1.3627925E+00  1.5897482E-08 -1.2633386E+01
  6.3578291E-08  1.3680786E+00  1.3714747E+00  1.3714651E+00  1.3718389E+00  1.3718282E+00  1.3681437E+00 -6.3578291E-08 -1.1360508E+01
  1.5888752E-08  1.3167770E+00  1.3202201E+00  1.3202101E+00  1.3205916E+00  1.3205807E+00  1.3168424E+00  1.5900392E-08 -1.1612015E+01
 -5.5632942E-08  1.2946187E+00  1.2981086E+00  1.2980983E+00  1.2984874E+00  1.2984763E+00  1.2946841E+00 -5.5629062E-08 -1.1645470E+01
  4.7689536E-08  1.3109573E+00  1.3144937E+00  1.3144835E+00  1.3148800E+00  1.3148688E+00  1.3110224E+00  4.7677894E-08 -1.1330981E+01
  0.0000000E+00  1.2969551E+00  1.3007071E+00  1.3006958E+00  1.3011194E+00  1.3011070E+00  1.2970229E+00  0.0000000E+00 -1.0461591E+01
  7.9501961E-09  1.2534336E+00  1.2572377E+00  1.2572262E+00  1.2576585E+00  1.2576461E+00  1.2535015E+00  7.9443758E-09 -1.0623956E+01
 -7.9414653E-09  1.2383876E+00  1.2422431E+00  1.2422314E+00  1.2426723E+00  1.2426597E+00  1.2384549E+00 -7.9531066E-09 -1.0559918E+01
  4.7676924E-08  1.2604702E+00  1.2643774E+00  1.2643656E+00  1.2648151E+00  1.2648021E+00  1.2605374E+00  4.7690506E-08 -1.0141932E+01
  0.0000000E+00  1.2294929E+00  1.2336380E+00  1.2336251E+00  1.2341055E+00  1.2340909E+00  1.2295629E+00  0.0000000E+00 -9.6337843E+00
 -4.7681777E-08  1.1930356E+00  1.1972381E+00  1.1972247E+00  1.1977150E+00  1.1977004E+00  1.1931053E+00 -4.7685656E-08 -9.7166843E+00
 -1.5896513E-08  1.1843187E+00  1.1885780E+00  1.1885645E+00  1.1890645E+00  1.1890495E+00  1.1843878E+00 -1.5892631E-08 -9.5663261E+00
 -1.5890691E-08  1.2113265E+00  1.2156427E+00  1.2156290E+00  1.2161388E+00  1.2161236E+00  1.2113951E+00 -1.5898452E-08 -9.0580797E+00
